_id,duration,disposition,type
f1eaab08-dfdb-493e-ab2e-14cf02e95d6e,339.27825,No Pay - Dispute,negative
30beceb4-7845-4235-8a17-507cb4a693f9,242.41625,No Pay - Dispute,negative
77761ee6-8cab-4c72-8250-2bc60557e5e4,91.944,No Pay - Cant pay now,negative
981383d2-67f2-4179-ab39-805d7d7a517f,97.488,No Pay - Cant pay now,negative
b648d8e7-6fb8-4c6d-8ec1-e6708560f204,616.48975,No Pay - Dispute,negative
14712538-7838-4517-bd18-705037b1deb1,284.995875,No Pay - Dispute,negative
5f749519-7ac2-4adc-82e5-db2dedcb87e1,381.675,No Pay - Not right now,negative
fbe330a7-b8ee-411d-974c-43e51e39caed,272.848875,No Pay - Cancel payment plan,negative
29de7187-1ad5-499e-87e6-618e3f8aa87f,320.470125,No Pay - Not right now,negative
bc3c39f3-01ac-4e30-901d-ad02e3f7bc1b,612.33625,No Pay - Not right now,negative
1eb7c261-9a78-462c-8835-b127997ef5e2,857.2865,No Pay - Dispute,negative
093b733c-7ad9-402e-8964-0bcb86a22614,499.774625,No Pay - Dispute,negative
72548e43-276f-4f45-8454-8f3209700f33,171.964,No Pay - Not right now,negative
c62992e9-3b41-4aeb-b96a-468b128c4d77,502.595875,No Pay - Dispute,negative
45392a4d-1c2f-4da4-868e-a104e2326050,252.630125,No Pay - Dispute,negative
4f23ca1b-5864-423f-bccc-2fb4dde7ac26,162.0,No Pay - Bankruptcy,negative
6d882677-eeb7-4dee-afd1-cc03c024b603,194.272625,No Pay - Not right now,negative
c4f81687-3cce-4416-88fd-6c82f73a4f0d,275.435,No Pay - Dispute,negative
c87a1a91-8dd3-4b5b-8ee7-24e8e33b2345,749.244,No Pay - Not right now,negative
efb5e351-fc8f-4e94-be9f-288fce1d8bb7,223.272,No Pay - Dispute,negative
078c7a7d-75e0-4921-9473-7c32d07ae80e,940.173,No Pay - Not right now,negative
c2ac6dbe-e63c-4ee4-a9da-54cb5c7c6711,29.16,No Pay - Cant pay now,negative
d20a685a-0985-4f06-a94e-787f27b4f28d,761.861125,No Pay - Dispute,negative
1f9f94c3-3bd4-4bd1-8a6f-d2432585b32b,516.075,No Pay - Not right now,negative
e745ee0f-e993-44f3-894f-4bcc9d503033,134.321625,No Pay - Not right now,negative
c476bfb3-b6dd-4a94-9583-c6351ae25311,148.66275,No Pay - Not right now,negative
9fbf5b24-ae73-4ca2-8bd6-e9348143f220,235.389,No Pay - Dispute,negative
d370231e-73ae-42ca-98af-1833eeb23336,371.252125,No Pay - Dispute,negative
fe3a74cc-84b3-408a-bf52-c4e16a96cbf8,289.35825,No Pay - Dispute,negative
61061fab-0f43-4022-b4fd-10a5f236509c,216.072,No Pay - Cant pay now,negative
6d19b4c6-2dde-4090-8b82-3e0b6a7bf816,506.044,No Pay - Not right now,negative
a31e3265-9f98-452d-bf33-724eb61f221b,805.61625,No Pay - Dispute,negative
59c60a94-bc96-4ce2-be7e-ffe935891225,616.38525,No Pay - Dispute,negative
6a7a7711-2d46-438d-b9d1-26ba41932986,435.226,No Pay - Not right now,negative
c215d088-29f6-4f27-ae9a-64232fd6a90d,148.66275,No Pay - Can't pay now,negative
ece8aeca-1057-4ba0-a82a-7208ca380820,180.924,No Pay - Dispute,negative
73b2830b-858e-438b-984b-fa9be4286b78,183.928125,No Pay - Not right now,negative
84a699f8-a2e2-4c4d-93f4-38cd03110e94,607.164,No Pay - Dispute,negative
b7688d30-8307-495f-99da-40758498ca72,238.36725,No Pay - Dispute,negative
cf1e80c4-c352-4df1-9e43-b0b64dfa5b5a,420.257875,No Pay - Dispute,negative
2192f641-e106-4337-bca1-2d3e14940e71,626.0505,No Pay - Dispute,negative
5b0180d8-46be-4c1c-b1f6-aee073e64680,127.190125,No Pay - Can't pay now,negative
d3ce01fa-679c-4b46-8912-80c97649daf6,1207.724375,No Pay - Dispute,negative
0cac91cf-3141-4e21-950f-0f60b0e1be34,322.324875,No Pay - Not right now,negative
3afba9f6-6d0d-4e23-9d8b-55dd26bd648b,453.537875,No Pay - Dispute,negative
2e72d284-f3bd-4b36-875d-e2c1fb665500,801.253875,No Pay - Not right now,negative
e746a654-7ffc-4b59-93e4-214463e0eebf,378.044,No Pay - Dispute,negative
ad09ee37-4e8c-4d2d-ba24-c60d86be1079,357.642375,No Pay - Dispute,negative
242d5378-7dd1-4334-9b8c-fb1eb8b27b60,408.096,No Pay - Dispute,negative
b076f0c7-ed56-4309-b291-2e89f3c7a781,293.0155,No Pay - Bankruptcy,negative
409df2ad-0d9b-438d-9286-77aa9c401a81,107.15425,No Pay - Dispute,negative
72351d6d-8fc5-449b-8a99-56269e4fe549,147.0955,No Pay - Can't pay now,negative
7c3ea8cf-6665-46c2-9bc0-be1992925c7b,671.190125,No Pay - Dispute,negative
8d2827c9-0efc-451b-a47f-cbb78874c07c,30.456,No Pay - Cant pay now,negative
d1f1da20-bb53-42ca-9fd3-283634779b24,371.3305,No Pay - Not right now,negative
f83584bc-2823-4dda-bc3d-5dee60d4ecbb,355.291375,No Pay - Dispute,negative
39765f4c-2ff5-4ff9-85e2-0964b2e98c34,100.937125,No Pay - Not right now,negative
05add546-2686-49bf-b024-c1230a5bb3b1,279.484,No Pay - Not right now,negative
22d4ccf6-96f5-4465-8f96-b4c524dc0148,234.936,No Pay - Dispute,negative
3fca086c-b504-48bd-a385-6da5a89f45d8,261.746875,No Pay - Not right now,negative
afa41ba6-7f58-411d-bd6e-0bae3597f162,157.896,No Pay - Cant pay now,negative
bae6c312-2d20-4076-b9f6-dec1316a4dd0,24.624,No Pay - Cant pay now,negative
c2465de4-db03-468b-809d-5a87f3cd84a8,443.06275,No Pay - Not right now,negative
3d104cb4-d07e-49b2-a7ec-2aff9ea58b75,39.24,No Pay - Cant pay now,negative
670a54df-15d2-45b0-bc6d-4284f263f29b,544.888125,No Pay - Not right now,negative
e0a64dd9-dd7b-47ff-baf4-975d764581b8,127.84325,No Pay - Not right now,negative
3fdae5d6-cf71-490a-ac79-b79f514a7980,445.72725,No Pay - Dispute,negative
4073981c-63ee-4393-a17e-d1e7a6f32987,225.792,No Pay - Dispute,negative
04577aee-bbb0-4133-995d-75e1962e1710,142.497875,No Pay - Not right now,negative
2b9f4be3-6cfc-445e-b6ed-a43a18733655,39.384,No Pay - Cant pay now,negative
6ff9b550-08d4-4a6d-bb81-1ba064654803,108.648,No Pay - Cant pay now,negative
d208ee83-11c3-4957-94e3-6ad0440b1b04,283.088875,No Pay - Dispute,negative
a49a48ef-e2d4-4a26-8843-a75410b5bcb8,1145.704375,No Pay - Dispute,negative
35ddbb94-a414-4819-863e-f57d18970a9d,1377.8285,No Pay - Dispute,negative
c2fa2872-9e94-400d-8fc8-ec324291cb28,484.571375,No Pay - Dispute,negative
e93a8a66-476d-48b5-b27a-f6372cc837da,269.008875,No Pay - Not right now,negative
77007d0b-1ab6-4199-872e-2fedafdb5454,452.702,No Pay - Dispute,negative
f5dce779-367d-46df-80c0-023ce7446a93,31.68,No Pay - Cant pay now,negative
7310ef7e-821d-4d70-bae6-0d0afb72f31f,158.302,No Pay - Not right now,negative
bbc90b33-bd45-4a07-97d1-6a83f057b507,336.7705,No Pay - Not right now,negative
854f9f46-d19c-4938-afdf-5afe9753153e,239.934625,No Pay - Dispute,negative
885efcb0-aa22-4ed4-8eb7-e60e8dfae8ba,325.903625,No Pay - Not right now,negative
9ae8bcec-d22a-4e0d-ac8d-ec8e2d2c6011,1194.893,No Pay - Dispute,negative
f6dafaa7-7e93-4293-a997-77463ea769ce,16.92,No Pay - Cant pay now,negative
82130d16-b85b-4707-91ce-ce25b2365268,179.252125,No Pay - Not right now,negative
95ffea1b-9b9d-46ea-a97f-e4d80625687f,663.74525,No Pay - Dispute,negative
9aaffcec-be6c-446a-9088-3070d3952a0e,556.956625,No Pay - Not right now,negative
6b81d5a1-f1df-4d1c-8be9-5d46a71f892d,156.264375,No Pay - Not right now,negative
33ce9bbc-cb0a-4693-b90e-e5413b538190,22.32,No Pay - Cant pay now,negative
a8c2c345-3b42-4e8c-b2c1-66f48b672bf4,561.475875,No Pay - Dispute,negative
72cad1ef-b4e1-4f60-97fe-cc4eda5b2260,89.44325,No Pay - Dispute,negative
72b7aa7a-fa26-4767-b37f-0ef8e034aed2,171.2065,No Pay - Not right now,negative
506e1850-5ca2-4e4b-ac45-a8f86f4fc641,26.568,No Pay - Cant pay now,negative
520d593e-5329-4645-b6fb-ab9c4184478b,548.284,No Pay - Dispute,negative
a81aec30-b631-49b9-a104-f681ae593c77,202.710125,No Pay - Dispute,negative
98fb6dc4-8e59-4611-bd00-0e93c45cf186,395.46775,No Pay - Dispute,negative
eb84d7cf-ec64-417f-a428-18668e3983ea,471.693,No Pay - Not right now,negative
c8f37c0a-28a7-4bb2-bddd-254cc8079065,475.559125,No Pay - Not right now,negative
a7e6d2ac-6ba8-4418-b22d-eec5338a2470,230.9485,No Pay - Dispute,negative
adc1546e-51a4-41cf-ba7f-b8f3642e38b2,560.7705,No Pay - Not right now,negative
18b82278-233c-4a52-a4ad-7e2978b4e038,1252.048875,No Pay - Dispute,negative
673b8322-9284-4afb-98a9-96121bc0677a,188.208,No Pay - Cant pay now,negative
b1f1063e-351d-4b38-8915-973a479c6c27,189.9885,No Pay - Not right now,negative
c180bba1-93b4-446a-bc1c-cc5b200a310b,254.66775,No Pay - Not right now,negative
3ce4ed80-6f29-41bf-bfb1-73f0f5091451,349.83175,No Pay - Dispute,negative
5017ebe5-4981-4718-ad80-acf4668183bc,214.595875,No Pay - Can't pay now,negative
e2df1422-f57f-4241-92b8-8b6f89c41a96,773.82525,No Pay - Not right now,negative
ce02224c-76f5-45dd-9a15-22f57360d5de,397.40075,No Pay - Dispute,negative
9dd1c77d-4bc4-4a9d-9302-6059e65c2e34,273.24075,No Pay - Not right now,negative
bb3b1eab-c162-44ff-90b5-2cb829671166,204.696,No Pay - Dispute,negative
5bb3f0e4-8877-4f31-8383-61730ed7305b,116.928,No Pay - Dispute,negative
4d5d76f5-0c3f-4703-91f6-f58513425823,242.72975,No Pay - Dispute,negative
9f92ee1d-81f4-426c-b7eb-843508623466,362.08325,No Pay - Dispute,negative
6fe33b26-b1f9-4278-ad09-16f129b3f85e,360.96,No Pay - Not right now,negative
dba2b9b3-195a-48fa-9fca-1cc316ad9ec6,354.220375,No Pay - Not right now,negative
3e2258c3-1187-4094-b855-c4a8f526db8a,284.4995,No Pay - Dispute,negative
6ab38d42-42f0-4135-be3d-d8438beaeea9,127.190125,No Pay - Not right now,negative
8a68b409-327e-4eb8-a884-c4f04b68b5f5,309.368125,No Pay - Not right now,negative
5ea1f617-e26b-4b2d-a7f2-291ce9fef55b,306.991,No Pay - Dispute,negative
ce2d8d83-b02e-41f7-af9c-54ceb21d5fea,365.583625,No Pay - Dispute,negative
0a596b15-9847-485b-8e72-499c4cfe53f1,367.6995,No Pay - Dispute,negative
dcf523eb-5d46-4003-bfa6-8bfb78478a76,526.02775,No Pay - Dispute,negative
10f2a056-cc0a-4ced-b4af-44a93c3e1b44,48.528,No Pay - Cant pay now,negative
b050d1e4-e7b7-41f8-9457-200c444c7ccb,89.856,No Pay - Cant pay now,negative
e3b37d33-d424-4c7c-96e8-16421d3615bd,419.05625,No Pay - Not right now,negative
8e6a6e13-54ec-41e3-b2a8-37e9eac419d2,41.328,No Pay - Cant pay now,negative
7eb3252d-2600-49f7-b262-355c2c166185,410.749375,No Pay - Dispute,negative
2dc2e847-af69-4377-b1a2-98adb3bdae2d,478.1975,No Pay - Can't pay now,negative
1b645f32-f404-40c7-9a1b-85a69aee965f,208.944,No Pay - Dispute,negative
6f397c30-d4df-4c73-9f38-ecfa112fbd49,652.32,No Pay - Dispute,negative
630e7d78-9dc1-44d9-936f-ae850d061855,544.5485,No Pay - Dispute,negative
1dc0a150-51cf-4942-96c6-9900d8726d79,313.835,No Pay - Dispute,negative
0e029242-fc7e-4a9e-b4e8-ffa82e9b0d1f,786.755875,No Pay - Not right now,negative
df28228a-a537-46e9-b7ec-1e64e1d2efe4,205.128,No Pay - Dispute,negative
db904588-e428-4e93-99ef-d2eb66271b92,516.96325,No Pay - Dispute,negative
9fd0a2ee-fefb-42a5-b397-8dfc9a32f409,266.814625,No Pay - Not right now,negative
93f66576-fc8e-4a05-b07b-ba4333219b12,73.152,No Pay - Cant pay now,negative
5b6b81f1-f065-44f2-acae-1f83324f3aa3,379.350125,No Pay - Dispute,negative
b44bb7e4-50ea-4413-b863-24d6fcb6d9b6,851.48725,No Pay - Dispute,negative
9c6fa72b-25ee-44f8-adbd-4994c7d08b5c,249.84,No Pay - Dispute,negative
66484921-d9a9-4a69-a67f-7790d949af16,29.88,No Pay - Cant pay now,negative
b598afc4-a7c6-4d68-98bd-76f875bcf2a4,74.448,No Pay - Cant pay now,negative
4c469dd8-be40-4532-bbc2-cdd61d8d57dc,281.626,No Pay - Dispute,negative
f8d08d42-1038-424c-a8db-8a994d24c316,232.96,No Pay - Dispute,negative
40b2d74b-b8f0-4a98-8c1d-a02dc3cfd26a,1172.3755,No Pay - Dispute,negative
34c15c7c-d8bc-429a-9a93-4b2c66662ed5,75.816,No Pay - Cant pay now,negative
13368103-99b8-4692-b9e2-1f0e4552a900,881.99825,No Pay - Dispute,negative
3b213093-e4dc-411a-9a2b-b4f7d6160001,353.56725,No Pay - Not right now,negative
ebdd2791-1275-4453-8c50-186de8a7fbf7,40.824,No Pay - Cant pay now,negative
41ba41db-9588-4c63-87e1-01143c3e7fec,30.24,No Pay - Cant pay now,negative
a1447ef2-51b7-466b-9389-c12b56674cb0,34.992,No Pay - Cant pay now,negative
9c0c2160-7956-40cb-aab0-61ede4415293,277.4465,No Pay - Not right now,negative
3bf2f1f6-96f9-4168-931c-663319790b0b,20.232,No Pay - Cant pay now,negative
00ea0325-80cd-42b5-9a2d-845ed816f32b,771.944375,No Pay - Dispute,negative
629135c3-a027-4678-9a6f-6e481e58c2bf,994.0375,No Pay - Dispute,negative
f53f887d-a846-4d2c-81b3-62902c0743dc,1048.894625,No Pay - Dispute,negative
7024501b-0435-4871-828a-4ea71b11f480,213.48,No Pay - Cant pay now,negative
ea748546-1e48-4e37-9311-fa3b6e396e32,150.073375,No Pay - Cancel payment plan,negative
9f586b4d-3491-4a39-9cb5-1eaa5ccacb7b,1115.58525,No Pay - Dispute,negative
3bceec7c-0370-4e11-a003-106df72bd6d9,173.7665,No Pay - Not right now,negative
db8f632f-e79e-4249-8a88-19d73258773f,1709.92325,No Pay - Dispute,negative
96785aec-a9fb-4cdc-9814-75d04e57001a,28.296,No Pay - Cant pay now,negative
56d29a39-fc96-42e4-aac0-0520a8d3b381,195.264,No Pay - Bankruptcy,negative
4519f9e2-1105-42bc-9b19-d14ea88b95d5,162.36,No Pay - Cant pay now,negative
dd40a2c4-109d-43ca-8ff0-65c133892206,461.871,No Pay - Dispute,negative
2055d8e2-64a2-496c-a19f-8b7a3868d813,180.48,No Pay - Dispute,negative
1cc2bb65-d484-4a60-a603-1dfc5056ba2c,82.944,No Pay - Cant pay now,negative
ee1cb13e-8466-4b84-a811-5e257ce3ff96,20.016,No Pay - Cant pay now,negative
7a5d962e-1bbb-42e0-ae77-a233f0833fab,2564.257875,No Pay - Dispute,negative
26f78d07-21db-41b8-932b-bc418d5e2fb0,333.061125,No Pay - Cancel payment plan,negative
61d10845-5816-4027-b291-faa1a51b43fc,646.9485,No Pay - Dispute,negative
7d19aad0-a295-4878-b7f1-718a99c5a8c6,107.8595,No Pay - Not right now,negative
ae0f51f2-8cc0-47cd-be08-26595a791252,363.755,No Pay - Dispute,negative
c90ac200-32bb-4f7c-b1b3-7bd7429c2f49,356.44075,No Pay - Not right now,negative
d25fc5d0-1cd4-4305-8d19-c3180234d75e,363.493875,No Pay - Not right now,negative
c1ecd106-0937-449a-8660-a54e55bb4d39,241.266875,No Pay - Dispute,negative
ddac0c08-1851-46f1-8f7b-97e0f3d0c792,628.584375,No Pay - Not right now,negative
1b46ccf9-6e3a-4ff1-9f55-69e9f405f059,28.872,No Pay - Cant pay now,negative
d15a688a-7d29-43e0-913d-ff51ab3a5bd3,324.310125,No Pay - Dispute,negative
09d02dfa-34db-4d51-b36d-53c8695f19a2,585.952625,No Pay - Dispute,negative
ef9fcfbf-aaf7-484d-9cd3-7e73d06d5d1d,21.24,No Pay - Cant pay now,negative
fe003719-be5e-457d-98b3-2262567934f3,487.86275,No Pay - Dispute,negative
5c131918-9efa-4850-b575-00b26f6ec49b,563.435,No Pay - Dispute,negative
3f2a9afc-19d0-43b3-a36d-bdfc85ff4b9c,559.882375,No Pay - Not right now,negative
c31f2310-5eb4-406d-88dc-2cdc8ce6d3ce,298.109375,No Pay - Dispute,negative
cd2bbb93-ae44-457e-b94e-f0711bab1483,84.312,No Pay - Cant pay now,negative
50700860-2bb1-46b3-9be9-97629e78819c,515.186875,No Pay - Can't pay now,negative
fbea25b3-a163-434e-ba1e-7fc3706a9825,18.792,No Pay - Cant pay now,negative
8024ce30-ce5c-4b9b-a166-12730d79f73e,353.22775,No Pay - Not right now,negative
fab4cae7-f93c-40a1-be57-82268f0ff77e,624.48325,No Pay - Bankruptcy,negative
ec1e7e29-8933-40fe-b443-c525b0087b66,261.216,No Pay - Cant pay now,negative
f20bc418-87c7-4679-a5b2-79e16e1c460d,234.396625,No Pay - Dispute,negative
5fec3a9a-ac82-4a19-b53b-08bdc9d3bd4f,262.4,No Pay - Dispute,negative
f636bfd0-5102-493d-ba68-5fba4f0392aa,383.869375,No Pay - Dispute,negative
5cf58430-b91e-48dd-984c-d6dc9c43d8fe,190.537125,No Pay - Dispute,negative
a3378bce-f754-4fe6-8ca0-860e36335acd,62.568,No Pay - Cant pay now,negative
25d32976-3fcc-4bf4-88e6-de718aecca1e,61.992,No Pay - Cant pay now,negative
8c229ebe-eebf-427e-934f-40e93963c918,431.412125,No Pay - Cancel payment plan,negative
12107e53-a9da-4878-a9ae-84dbce2583e8,250.2,No Pay - Cant pay now,negative
285f859b-909a-49f6-a28a-4d16d1fb8851,1316.493,No Pay - Dispute,negative
2054fd61-a884-4a89-b8e0-9dd165adf542,29.088,No Pay - Cant pay now,negative
78339546-99c4-4b66-b75a-cc8faeac0f3c,167.328,No Pay - Dispute,negative
23a598a0-b4c5-4476-9b70-f7826a8f02cb,486.817875,No Pay - Dispute,negative
c074d32a-8f2d-4b70-a2e7-55039324142d,643.448125,No Pay - Can't pay now,negative
f7d1302d-a9c5-4767-a90c-f67396f55fbc,634.435875,No Pay - Dispute,negative
11c39d72-1ce3-4636-8ab9-ab77470542d2,547.9705,No Pay - Not right now,negative
bd37a119-e4ce-49ea-8c7e-1decc6d1a4ae,289.488875,No Pay - Dispute,negative
90d9e48f-3aee-4301-8627-e7f828d3d93e,471.43175,No Pay - Dispute,negative
e56c85ad-b06d-4c31-8867-a2e29ee3c9da,80.856,No Pay - Cant pay now,negative
58bdca86-47a8-492a-a8be-eca10eb2478e,46.8,No Pay - Cant pay now,negative
fbe6029f-be82-487c-8387-994fa97f0216,739.213,No Pay - Dispute,negative
9c538a8f-a940-4fb5-a9df-ffded10c44c6,185.4,No Pay - Dispute,negative
b81b1aea-3dce-4935-84ad-6e7483068243,22.752,No Pay - Cant pay now,negative
785aecba-d45a-4520-a4ef-53c59630e5ae,311.902,No Pay - Dispute,negative
144d770f-3578-4e43-84db-8f207a6cd29a,364.669375,No Pay - Dispute,negative
75ab2f48-a86f-49ef-b4ce-32787f878c5e,560.457125,No Pay - Bankruptcy,negative
a03a30f3-391c-438c-9c4c-fe4b2e5f6a08,335.36,No Pay - Dispute,negative
313d8aaa-f385-4e0d-9504-848c4a5097cb,470.334625,No Pay - Dispute,negative
ad05ea44-c64a-4628-9dd1-7c2f412d7ef1,468.793375,No Pay - Not right now,negative
5a15aa6e-ab9a-4772-979b-2b25fb87d3e6,347.350125,No Pay - Dispute,negative
a50938fb-61df-40c5-823c-7559e927c1fe,791.902,No Pay - Dispute,negative
2d6a2dd6-c076-4bd5-9777-aa467b49e3a3,301.3485,No Pay - Not right now,negative
ff4dfa7f-cfda-4f29-8f59-1c8bf9bdd0b3,146.364,No Pay - Not right now,negative
